quota_definition_sid,order_number,geographical_areas,description,headings,commodities,quota_unit,monetary_unit,validity,suspension_periods,blocking_periods,status,last_allocation_date,initial_volume,balance,fill_rate
21479,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2022-07-01,2022-10-01)",[],[],Critical,07/09/2021,14799000,370320.22,0.974976673
21480,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2022-10-01,2023-01-01)",[],[],Critical,07/09/2021,14799000,370320.22,0.974976673
21481,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2023-01-01,2023-04-01)",[],[],Critical,07/09/2021,14478000,370320.22,0.974421866
21482,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2023-04-01,2023-07-01)",[],[],Critical,07/09/2021,14638000,370320.22,0.974701447
21483,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2023-07-01,2023-10-01)",[],[],Critical,07/09/2021,15202000,370320.22,0.975640033
21484,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2023-10-01,2024-01-01)",[],[],Critical,07/09/2021,15202000,370320.22,0.975640033
21485,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2024-01-01,2024-04-01)",[],[],Critical,07/09/2021,15036000,370320.22,0.975371095
21486,58911,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2024-04-01,2024-07-01)",[],[],Critical,07/09/2021,15036000,370320.22,0.975371095
20250,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,30/03/2021,3984000,2853215,0.283831576
20251,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,28/06/2021,4028000,2526470,0.372773088
21463,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2021-07-01,2021-10-01)",[],[],Exhausted,27/08/2021,3386000,0,1
21464,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2021-10-01,2022-01-01)",[],[],Exhausted,27/08/2021,3386000,0,1
21465,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2022-01-01,2022-04-01)",[],[],Exhausted,27/08/2021,3312000,0,1
21466,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2022-04-01,2022-07-01)",[],[],Exhausted,27/08/2021,3349000,0,1
21467,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2022-07-01,2022-10-01)",[],[],Exhausted,27/08/2021,3487000,0,1
21468,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2022-10-01,2023-01-01)",[],[],Exhausted,27/08/2021,3487000,0,1
21469,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2023-01-01,2023-04-01)",[],[],Exhausted,27/08/2021,3412000,0,1
21470,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2023-04-01,2023-07-01)",[],[],Exhausted,27/08/2021,3449000,0,1
21471,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2023-07-01,2023-10-01)",[],[],Exhausted,27/08/2021,3582000,0,1
21472,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2023-10-01,2024-01-01)",[],[],Exhausted,27/08/2021,3582000,0,1
21473,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2024-01-01,2024-04-01)",[],[],Exhausted,27/08/2021,3543000,0,1
21474,58912,['India'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306304100', '7306304900', '7306307200', '7306307700']",Kilogram (kg),,"[2024-04-01,2024-07-01)",[],[],Exhausted,27/08/2021,3543000,0,1
20254,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Exhausted,15/01/2021,32387000,0,1
20255,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Exhausted,06/04/2021,32746000,0,1
21523,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2021-07-01,2021-10-01)",[],[],Exhausted,02/07/2021,34133000,0,1
21524,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2021-10-01,2022-01-01)",[],[],Exhausted,02/07/2021,34133000,0,1
21525,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2022-01-01,2022-04-01)",[],[],Exhausted,02/07/2021,33391000,0,1
21526,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2022-04-01,2022-07-01)",[],[],Exhausted,02/07/2021,33762000,0,1
21527,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2022-07-01,2022-10-01)",[],[],Exhausted,02/07/2021,35157000,0,1
21528,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2022-10-01,2023-01-01)",[],[],Exhausted,02/07/2021,35157000,0,1
21529,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2023-01-01,2023-04-01)",[],[],Exhausted,02/07/2021,34393000,0,1
21530,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2023-04-01,2023-07-01)",[],[],Exhausted,02/07/2021,34775000,0,1
21531,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2023-07-01,2023-10-01)",[],[],Exhausted,02/07/2021,36113000,0,1
21532,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2023-10-01,2024-01-01)",[],[],Exhausted,02/07/2021,36113000,0,1
21533,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2024-01-01,2024-04-01)",[],[],Exhausted,02/07/2021,35721000,0,1
21534,58916,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306611000', '7306619200', '7306619900']",Kilogram (kg),,"[2024-04-01,2024-07-01)",[],[],Exhausted,02/07/2021,35721000,0,1
20278,58947,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2021-01-01,2021-04-01)",[],[],Closed,26/03/2021,7767000,3398926.3,0.562388786
20279,58947,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2021-04-01,2021-07-01)",[],[],Closed,29/06/2021,7853000,639756.749,0.918533459
21715,58947,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2021-07-01,2021-10-01)",[],[],Critical,20/09/2021,10238000,2256286.041,0.779616523
21716,58947,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2021-10-01,2022-01-01)",[],[],Critical,20/09/2021,10238000,2256286.041,0.779616523
21717,58947,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2022-01-01,2022-04-01)",[],[],Critical,20/09/2021,10015000,2256286.041,0.774709332
21718,58947,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2022-04-01,2022-07-01)",[],[],Critical,20/09/2021,10127000,2256286.041,0.777200944
21719,58947,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2022-07-01,2022-10-01)",[],[],Critical,20/09/2021,10545000,2256286.041,0.786032618
21720,58947,['Turkey'],,"['7306 – Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel']","['7306111000', '7306119000', '7306191000', '7306199000', '7306210000', '7306290000', '7306301100', '7306301900', '7306308000', '7306402000', '7306408000', '7306502000', '7306508000', '7306691000', '7306699000', '7306900000']",Kilogram (kg),,"[2022-10-01,2023-01-01)",[],[],Critical,20/09/2021,10545000,2256286.041,0.786032618
